"Relação de Alunos Desistência dos Cursos – PG
Bacharelado em Ciência da Computação 
Tecnologia Em Análise E Desenvolvimento De Sistemas",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
#,id,Ano Ingresso,Per. Ingresso,Curso,Forma de Ingresso,Tipo de Cota,Sigla Cota,Escola Pública?,Coeficiente,Escore Vest,Nota Enem,Sexo,Idade,Data Nascimento,Cidade,Estado,Grupo (Étnico),Situação Atual do Aluno,Período do Aluno,Ano Desistência,Período Desistências
467,93scs8,2015,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,4237",,"638,2",M,22,11/09/1997,Ponta Grossa,PR,Branca,Desistente,2,2017,1
468,k5eps8,2015,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,3535",,"617,9",M,21,06/11/1997,Ponta Grossa,PR,Branca,Desistente,1,2017,1
469,hk1nrf,2015,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Pública,"0,3381",,"614,3",M,23,28/12/1995,Ponta Grossa,PR,Não declarado,Desistente,1,2017,1
470,1bhz8k,2015,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 2 - cotista oriundo de família com renda, comprovada, igual ou inferior a 1,5 salários mínimos (um salário-mínimo e meio) per capita e autodeclarado preto, autodeclarado pardo ou autodeclarado indígena",Categoria 2,Escola Pública,"0,1811",,"508,8",M,23,10/02/1996,Jaguariaíva,PR,Não declarado,Desistente,1,2017,1
471,qcob4c,2015,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 1 - cotista oriundo de família com renda, comprovada, igual ou inferior a 1,5 salários mínimos (um salário-mínimo e meio) per capita e que não se declarou preto, pardo ou indígena",Categoria 1,Escola Pública,"0,3244",,"541,4",M,26,05/07/1993,Ponta Grossa,PR,Não declarado,Desistente,1,2017,1
472,rpbnrf,2015,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,2513",,"654,3",M,22,06/09/1997,Ponta Grossa,PR,Branca,Desistente,1,2017,2
473,m117hc,2015,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,4844",,"707,1",M,22,19/08/1997,Itapetininga,SP,Não declarado,Desistente,2,2017,2
474,56gcmx,2015,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,4077",,"662,6",M,22,05/04/1997,Araruama,RJ,Branca,Desistente,1,2018,1
475,ujerrf,2015,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,5901",,"693,3",M,22,11/08/1997,Barueri,SP,Branca,Regular,5,,
476,1gw6gf,2015,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 3 - cotista independente de renda (sem necessidade de comprovação) e que não se declarou preto, pardo ou indígena",Categoria 3,Escola Pública,"0,3494",,"685,9",M,27,16/08/1992,Ponta Grossa,PR,Branca,Desistente,2,2018,1
477,84e6gf,2015,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 1 - cotista oriundo de família com renda, comprovada, igual ou inferior a 1,5 salários mínimos (um salário-mínimo e meio) per capita e que não se declarou preto, pardo ou indígena",Categoria 1,Escola Pública,"0,44",,"668,4",M,26,14/09/1993,Curitiba,PR,Não declarado,Desistente,2,2018,1
478,jy138k,2015,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 2 - cotista oriundo de família com renda, comprovada, igual ou inferior a 1,5 salários mínimos (um salário-mínimo e meio) per capita e autodeclarado preto, autodeclarado pardo ou autodeclarado indígena",Categoria 2,Escola Pública,"0,6201",,"566,6",M,23,28/02/1996,,,Não declarado,Desistente,2,2018,2
479,s+rmyz,2015,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,1852",,"682,8",M,22,18/10/1996,Faxinal,PR,Branca,Desistente,1,2018,2
480,6n7t+t,2015,1,Ciência Da Computação,Transferência,Sem política de cotas,Sem cotas,Escola Pública,"0,8624",1,,M,27,28/02/1992,Ponta Grossa,PR,Branca,Formado,8,2018,2
481,acwuin,2015,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 3 - cotista independente de renda (sem necessidade de comprovação) e que não se declarou preto, pardo ou indígena",Categoria 3,Escola Pública,"0,4583",,"681,9",M,22,25/04/1997,Ponta Grossa,PR,Parda,Regular,4,,
482,fh3cyz,2015,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,6701",,"702,1",M,22,28/11/1996,Porto Alegre,RS,Branca,Formado,8,2019,1
483,ytwuin,2015,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 1 - cotista oriundo de família com renda, comprovada, igual ou inferior a 1,5 salários mínimos (um salário-mínimo e meio) per capita e que não se declarou preto, pardo ou indígena",Categoria 1,Escola Pública,"0,8099",,656,M,24,21/03/1995,Ibitinga,SP,Branca,Formado,8,2019,1
484,woqyxw,2015,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,7008",,"673,8",F,29,21/09/1990,Ponta Grossa,PR,Não declarado,Desistente,3,2019,1
485,rx4fdz,2015,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 3 - cotista independente de renda (sem necessidade de comprovação) e que não se declarou preto, pardo ou indígena",Categoria 3,Escola Pública,"0,7405",,"681,6",M,23,08/11/1995,Ibitinga,SP,Branca,Formado,8,2019,2
486,qz88dz,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 3 - cotista independente de renda (sem necessidade de comprovação) e que não se declarou preto, pardo ou indígena",Categoria 3,Escola Pública,0,,"607,5",F,22,16/10/1996,Ponta Grossa,PR,Não declarado,Desistente,1,2015,2
487,+nt1+t,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,7826",,"618,5",F,21,22/12/1997,Campina Grande do Sul,PR,Não declarado,Desistente,2,2015,2
488,1+48dz,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 1 - cotista oriundo de família com renda, comprovada, igual ou inferior a 1,5 salários mínimos (um salário-mínimo e meio) per capita e que não se declarou preto, pardo ou indígena",Categoria 1,Escola Pública,"0,0667",,"533,3",F,21,12/10/1997,Castro,PR,Não declarado,Desistente,1,2015,2
489,mh3r7c,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 3 - cotista independente de renda (sem necessidade de comprovação) e que não se declarou preto, pardo ou indígena",Categoria 3,Escola Pública,"0,6549",,"604,1",M,27,29/03/1992,Ponta Grossa,PR,Branca,Regular,8,,
490,yc47tw,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,4479",,"723,4",M,28,25/03/1991,Ponta Grossa,PR,Parda,Regular,3,,
491,446j38,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,3228",,"599,5",M,26,10/01/1993,Arapoti,PR,Branca,Regular,1,,
492,wh8zkk,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 2 - cotista oriundo de família com renda, comprovada, igual ou inferior a 1,5 salários mínimos (um salário-mínimo e meio) per capita e autodeclarado preto, autodeclarado pardo ou autodeclarado indígena",Categoria 2,Escola Pública,"0,5932",,"513,1",M,24,09/11/1994,Ponta Grossa,PR,Parda,Regular,6,,
493,r+fs+t,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 3 - cotista independente de renda (sem necessidade de comprovação) e que não se declarou preto, pardo ou indígena",Categoria 3,Escola Pública,"0,4252",,"598,2",M,22,27/09/1996,Fartura,SP,Branca,Regular,2,,
494,chuu+t,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,5462",642,,M,25,27/05/1994,Catanduva,SP,Branca,Regular,5,,
495,srk9hc,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,6972",,"664,5",F,22,13/03/1997,Ponta Grossa,PR,Amarela,Regular,8,,
496,jc86hc,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 3 - cotista independente de renda (sem necessidade de comprovação) e que não se declarou preto, pardo ou indígena",Categoria 3,Escola Pública,"0,5734",,"647,4",M,22,16/05/1997,Castro,PR,Branca,Regular,7,,
497,adswkk,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 3 - cotista independente de renda (sem necessidade de comprovação) e que não se declarou preto, pardo ou indígena",Categoria 3,Escola Pública,"0,6875",,"577,2",M,22,26/12/1996,Paranaguá,PR,Branca,Regular,8,,
498,fzh8qx,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Pública,"0,6844",,"587,4",M,22,27/12/1996,São José do Rio Preto,SP,Branca,Regular,6,,
499,68wu+t,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 3 - cotista independente de renda (sem necessidade de comprovação) e que não se declarou preto, pardo ou indígena",Categoria 3,Escola Pública,"0,4782",,"567,9",M,23,24/06/1996,Ponta Grossa,PR,Amarela,Regular,3,,
500,wk86hc,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,6178",,"619,9",M,22,12/08/1997,Ponta Grossa,PR,Branca,Regular,7,,
501,mz11+t,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,6365",,"635,1",M,21,15/11/1997,Praia Grande,SP,Branca,Regular,8,,
502,+4biin,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,7976",,"613,8",M,22,24/11/1996,Ponta Grossa,PR,Branca,Regular,8,,
503,3ej9gf,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Pública,"0,6367",,"631,9",M,25,13/04/1994,Ponta Grossa,PR,Não declarado,Regular,8,,
504,6nsiin,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Pública,"0,0522",,"642,5",M,23,25/08/1996,Assis Chateaubriand,PR,Não declarado,Desistente,1,2015,2
505,68e6tw,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 4 - cotista independente de renda (sem necessidade de comprovação) e autodeclarado preto, autodeclarado pardo ou autodeclarado indígena",Categoria 4,Escola Pública,"0,81",,"597,3",M,22,06/12/1996,Praia Grande,SP,Não declarado,Desistente,2,2016,1
506,kte9hc,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 1 - cotista oriundo de família com renda, comprovada, igual ou inferior a 1,5 salários mínimos (um salário-mínimo e meio) per capita e que não se declarou preto, pardo ou indígena",Categoria 1,Escola Pública,"0,4141",,"593,7",M,27,09/03/1992,São Paulo,SP,Não declarado,Desistente,1,2016,1
507,stmj38,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 4 - cotista independente de renda (sem necessidade de comprovação) e autodeclarado preto, autodeclarado pardo ou autodeclarado indígena",Categoria 4,Escola Pública,"0,7271",,"526,3",M,23,16/08/1996,Ponta Grossa,PR,Parda,Regular,8,,
508,w49j38,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,8289",,"677,5",M,21,30/10/1997,Três Lagoas,MS,Não declarado,Desistente,3,2016,2
509,w978dz,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Pública,"0,5007",,"574,1",M,22,17/09/1997,Ponta Grossa,PR,Não declarado,Desistente,1,2016,2
510,ddiiin,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,2029",,"592,3",M,22,11/01/1997,Ponta Grossa,PR,Não declarado,Desistente,1,2017,1
511,t1tu+t,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 3 - cotista independente de renda (sem necessidade de comprovação) e que não se declarou preto, pardo ou indígena",Categoria 3,Escola Pública,"0,5706",,"637,4",M,37,27/04/1982,Ponta Grossa,PR,Não declarado,Desistente,2,2017,1
512,orwwkk,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,764",,"638,4",M,22,07/05/1997,Itaporanga,SP,Não declarado,Desistente,4,2017,1
513,kutmqx,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 1 - cotista oriundo de família com renda, comprovada, igual ou inferior a 1,5 salários mínimos (um salário-mínimo e meio) per capita e que não se declarou preto, pardo ou indígena",Categoria 1,Escola Pública,"0,2111",,"495,2",M,22,12/09/1997,Florianópolis,SC,Não declarado,Desistente,1,2017,1
514,ot89hc,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 3 - cotista independente de renda (sem necessidade de comprovação) e que não se declarou preto, pardo ou indígena",Categoria 3,Escola Pública,"0,5215",,"600,3",M,23,19/11/1995,Ponta Grossa,PR,Branca,Desistente,2,2017,2
515,bpc+gf,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 3 - cotista independente de renda (sem necessidade de comprovação) e que não se declarou preto, pardo ou indígena",Categoria 3,Escola Pública,"0,5454",,582,M,22,03/09/1997,Ponta Grossa,PR,Branca,Desistente,3,2018,1
516,x+1ukk,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 3 - cotista independente de renda (sem necessidade de comprovação) e que não se declarou preto, pardo ou indígena",Categoria 3,Escola Pública,"0,5304",,"660,9",M,25,28/05/1994,Suzano,SP,Não declarado,Desistente,1,2018,1
517,qgj9gf,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,5133",,"593,7",F,23,14/08/1996,Ponta Grossa,PR,Branca,Mudou de Curso,2,2018,1
518,ye1u+t,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 1 - cotista oriundo de família com renda, comprovada, igual ou inferior a 1,5 salários mínimos (um salário-mínimo e meio) per capita e que não se declarou preto, pardo ou indígena",Categoria 1,Escola Pública,"0,7418","607,2",,M,27,07/03/1992,Ponta Grossa,PR,Branca,Afastado,8,2018,2
519,kioeqx,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,6509",,"701,7",M,23,15/04/1996,Juiz de Fora,MG,Não declarado,Desistente,3,2018,2
520,z958dz,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,7436",,"688,1",M,22,25/05/1997,Ponta Grossa,PR,Branca,Afastado,8,2018,2
521,oih8qx,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 1 - cotista oriundo de família com renda, comprovada, igual ou inferior a 1,5 salários mínimos (um salário-mínimo e meio) per capita e que não se declarou preto, pardo ou indígena",Categoria 1,Escola Pública,"0,3254",,"442,7",M,23,27/03/1996,Ponta Grossa,PR,Branca,Trancado,1,2019,1
522,hrz9gf,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,4899",,"619,2",M,23,16/07/1996,Jaguariaíva,PR,Parda,Regular,3,,
523,198iin,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 2 - cotista oriundo de família com renda, comprovada, igual ou inferior a 1,5 salários mínimos (um salário-mínimo e meio) per capita e autodeclarado preto, autodeclarado pardo ou autodeclarado indígena",Categoria 2,Escola Pública,"0,573",,"538,5",F,22,24/09/1996,Ponta Grossa,PR,Preta,Desistente,2,2019,1
524,5sxkdz,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,24",,"588,5",M,22,08/08/1997,Ponta Grossa,PR,Preta,Desistente,1,2019,2
525,47bk38,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 2 - cotista oriundo de família com renda, comprovada, igual ou inferior a 1,5 salários mínimos (um salário-mínimo e meio) per capita e autodeclarado preto, autodeclarado pardo ou autodeclarado indígena",Categoria 2,Escola Pública,"0,343","591,5",,M,24,01/05/1995,Ponta Grossa,PR,Parda,Desistente,2,2019,2
526,qnakdz,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 1 - cotista oriundo de família com renda, comprovada, igual ou inferior a 1,5 salários mínimos (um salário-mínimo e meio) per capita e que não se declarou preto, pardo ou indígena",Categoria 1,Escola Pública,"0,1507",,449,M,23,13/12/1995,Castro,PR,Parda,Desistente,1,2019,2
527,a+61+t,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 4 - cotista independente de renda (sem necessidade de comprovação) e autodeclarado preto, autodeclarado pardo ou autodeclarado indígena",Categoria 4,Escola Pública,"0,5808",,"550,1",F,21,03/10/1997,Ipatinga,MG,Preta,Mudou de Curso,3,2019,2
528,87a9gf,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,2144",,"603,9",M,22,15/01/1997,Ponta Grossa,PR,Branca,Desistente,1,2019,2
529,qe7y7c,2015,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Pública,"0,2696",,"588,5",M,23,07/02/1996,Campo Grande,MS,Branca,Desistente,2,2019,2
530,ups4in,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 2 - cotista oriundo de família com renda, comprovada, igual ou inferior a 1,5 salários mínimos (um salário-mínimo e meio) per capita e autodeclarado preto, autodeclarado pardo ou autodeclarado indígena",Categoria 2,Escola Pública,"0,0637",,"602,5",M,20,19/02/1999,Ponta Grossa,PR,Parda,Desistente,1,2016,1
531,yxu3in,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 1 - cotista oriundo de família com renda, comprovada, igual ou inferior a 1,5 salários mínimos (um salário-mínimo e meio) per capita e que não se declarou preto, pardo ou indígena",Categoria 1,Escola Pública,"0,8078",,"571,5",M,21,31/07/1998,Ponta Grossa,PR,Branca,Regular,8,,
532,pp3mdz,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 3 - cotista independente de renda (sem necessidade de comprovação) e que não se declarou preto, pardo ou indígena",Categoria 3,Escola Pública,"0,6563",,"602,1",M,22,13/02/1997,Ponta Grossa,PR,Branca,Regular,8,,
533,pzp3+t,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 3 - cotista independente de renda (sem necessidade de comprovação) e que não se declarou preto, pardo ou indígena",Categoria 3,Escola Pública,"0,6962",,"564,3",M,21,03/04/1998,Ponta Grossa,PR,Branca,Regular,8,,
534,38fq38,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Pública,"0,7024",,"681,7",M,25,18/03/1994,Ponta Grossa,PR,Branca,Regular,8,,
535,w7od8f,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 3 - cotista independente de renda (sem necessidade de comprovação) e que não se declarou preto, pardo ou indígena",Categoria 3,Escola Pública,"0,7549",,"644,5",M,22,07/11/1996,Ponta Grossa,PR,Branca,Regular,8,,
536,ekb3+t,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 1 - cotista oriundo de família com renda, comprovada, igual ou inferior a 1,5 salários mínimos (um salário-mínimo e meio) per capita e que não se declarou preto, pardo ou indígena",Categoria 1,Escola Pública,"0,4156",,"622,9",M,23,18/01/1996,Ponta Grossa,PR,Branca,Regular,2,,
537,gxbcdz,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,8095",,"702,5",M,21,25/09/1997,Palmital,SP,Branca,Regular,8,,
538,q1dcdz,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 3 - cotista independente de renda (sem necessidade de comprovação) e que não se declarou preto, pardo ou indígena",Categoria 3,Escola Pública,"0,6938",,"625,4",F,27,30/04/1992,Ponta Grossa,PR,Branca,Regular,8,,
539,brtn7c,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 3 - cotista independente de renda (sem necessidade de comprovação) e que não se declarou preto, pardo ou indígena",Categoria 3,Escola Pública,"0,3825",,"624,9",M,23,29/09/1995,Ponta Grossa,PR,Branca,Regular,4,,
540,ysdr8f,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,8406",,"718,6",M,23,22/04/1996,Ponta Grossa,PR,Branca,Regular,8,,
541,g4bd7c,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 2 - cotista oriundo de família com renda, comprovada, igual ou inferior a 1,5 salários mínimos (um salário-mínimo e meio) per capita e autodeclarado preto, autodeclarado pardo ou autodeclarado indígena",Categoria 2,Escola Pública,"0,6878",,"621,3",M,21,04/12/1997,Ponta Grossa,PR,Parda,Regular,8,,
542,5aacdz,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 1 - cotista oriundo de família com renda, comprovada, igual ou inferior a 1,5 salários mínimos (um salário-mínimo e meio) per capita e que não se declarou preto, pardo ou indígena",Categoria 1,Escola Pública,"0,7668",,"691,1",M,21,07/09/1998,Itapecerica da Serra,SP,Parda,Regular,8,,
543,auhq38,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 4 - cotista independente de renda (sem necessidade de comprovação) e autodeclarado preto, autodeclarado pardo ou autodeclarado indígena",Categoria 4,Escola Pública,"0,5867",,"652,4",M,22,04/12/1996,Ponta Grossa,PR,Preta,Regular,6,,
544,b714in,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 1 - cotista oriundo de família com renda, comprovada, igual ou inferior a 1,5 salários mínimos (um salário-mínimo e meio) per capita e que não se declarou preto, pardo ou indígena",Categoria 1,Escola Pública,"0,8385",,"648,7",M,22,19/11/1996,Hortolândia,SP,Branca,Regular,8,,
545,ce34in,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,5263",,"684,2",M,24,11/01/1995,Campinas,SP,Branca,Regular,2,,
546,do8d1w,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,7956",,"673,1",M,20,07/11/1998,Ponta Grossa,PR,Branca,Regular,8,,
547,zmhcdz,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,629",,"667,3",M,22,22/04/1997,Ponta Grossa,PR,Branca,Regular,7,,
548,yi1a+t,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Pública,"0,7954",,"686,6",M,20,16/12/1998,Ponta Grossa,PR,Parda,Regular,8,,
549,t1takk,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,0,,624,M,22,04/09/1997,Bastos,SP,Não declarado,Desistente,1,2016,1
550,558d8f,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,0,,"596,6",F,25,01/08/1994,Ponta Grossa,PR,Não declarado,Desistente,1,2016,1
551,i87p38,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,0178",,"601,6",M,21,30/10/1997,Ponta Grossa,PR,Não declarado,Desistente,1,2016,1
552,oaaz+t,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,0378",,"659,4",M,24,04/08/1995,Sorocaba,SP,Não declarado,Desistente,1,2016,1
553,bo7f8f,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Pública,"0,1044",,"708,4",M,21,16/05/1998,São Mateus do Sul,PR,Branca,Desistente,1,2016,1
554,afzpqx,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 3 - cotista independente de renda (sem necessidade de comprovação) e que não se declarou preto, pardo ou indígena",Categoria 3,Escola Pública,0,,687,M,22,19/02/1997,Sumaré,SP,Não declarado,Desistente,1,2016,1
555,ez4pqx,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,0,,710,M,21,03/02/1998,São Paulo,SP,Não declarado,Desistente,1,2016,1
556,5ow3kk,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 3 - cotista independente de renda (sem necessidade de comprovação) e que não se declarou preto, pardo ou indígena",Categoria 3,Escola Pública,"0,3242",,"661,7",M,24,18/07/1995,Ponta Grossa,PR,Branca,Desistente,1,2016,2
557,rmx4in,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 2 - cotista oriundo de família com renda, comprovada, igual ou inferior a 1,5 salários mínimos (um salário-mínimo e meio) per capita e autodeclarado preto, autodeclarado pardo ou autodeclarado indígena",Categoria 2,Escola Pública,"0,2274",,"615,3",M,22,15/06/1997,,,Não declarado,Desistente,1,2016,2
558,8j5cqx,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,2637",,"625,5",M,22,15/08/1997,Ponta Grossa,PR,Branca,Desistente,1,2016,2
559,kw4akk,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,5576",,"656,7",M,29,16/12/1989,Ponta Grossa,PR,Preta,Regular,4,,
560,ifjx38,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,4589",,"716,9",M,25,22/04/1994,,,Não declarado,Desistente,2,2017,1
561,w1no38,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 3 - cotista independente de renda (sem necessidade de comprovação) e que não se declarou preto, pardo ou indígena",Categoria 3,Escola Pública,"0,1477",,"677,9",M,24,27/02/1995,Ponta Grossa,PR,Não declarado,Desistente,1,2017,1
562,7smf8f,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,"Categoria 1 - cotista oriundo de família com renda, comprovada, igual ou inferior a 1,5 salários mínimos (um salário-mínimo e meio) per capita e que não se declarou preto, pardo ou indígena",Categoria 1,Escola Pública,"0,4226",,"593,5",M,32,21/11/1986,Ponta Grossa,PR,Não declarado,Desistente,1,2017,1
563,p7fn7c,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,1453",,"583,4",M,26,18/06/1993,São Mateus do Sul,PR,Branca,Desistente,1,2018,1
564,he8r8f,2016,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Ampla concorrência,Não cotista,Escola Particular,"0,4384",,"710,4",M,21,25/09/1997,,,Parda,Desistente,2,2018,2
