Cluster;ano ingresso;per. ingresso;coeficiente;escore vest;nota enem;idade;período do aluno;MEDIA_NOTAS;MEDIA_FREQUENCIA;TAXA_APROVACAO;QTD_REPROVACOES_NOTA;QTD_REPROVACOES_FREQ
0;2013,6312649164677;1,5334128878281623;0,20582970167064438;5346,405878400955;605,0214081145584;26,33532219570406;1,3878281622911695;2,636858347765735;55,7086184400515;0,0;3,337708830548926;0,0
1;2013,0570846075434;1,4108053007135577;0,6591598063200815;5233,9193000000005;630,4324260958206;26,763506625891946;4,883792048929664;6,670478050477198;84,38492037351199;0,0;5,005096839959226;0,0
2;2011,536231884058;1,4782608695652173;0,41502739130434785;5422,9602289855075;623,9030434782609;27,855072463768117;3,5217391304347827;4,2950179759266645;65,18667820009024;0,0;6,086956521739131;1,1014492753623188
