id;ano ingresso;per. ingresso;coeficiente;escore vest;nota enem;idade;período do aluno;MEDIA_NOTAS;MEDIA_FREQUENCIA;TAXA_APROVACAO;QTD_REPROVACOES_NOTA;QTD_REPROVACOES_FREQ;EVASAO;curso_Ciência Da Computação;curso_Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas;forma de ingresso_Aproveitamento de Curso;forma de ingresso_Complementação da lista de espera do SISU;forma de ingresso_PEC-G - Programa de Estudantes Convênio de Graduação;forma de ingresso_Reopção de Curso;forma de ingresso_SISU - Sistema de Seleção Unificada;forma de ingresso_Transferência;forma de ingresso_Transferência ex-officio;forma de ingresso_Vestibular;tipo de cota_Ampla concorrência;tipo de cota_Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;tipo de cota_Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;tipo de cota_Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);tipo de cota_Candidatos com deficiência que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;tipo de cota_Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;tipo de cota_Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;tipo de cota_Categoria 1 - cotista oriundo de família com renda, comprovada, igual ou inferior a 1,5 salários mínimos (um salário-mínimo e meio) per capita e que não se declarou preto, pardo ou indígena;tipo de cota_Categoria 2 - cotista oriundo de família com renda, comprovada, igual ou inferior a 1,5 salários mínimos (um salário-mínimo e meio) per capita e autodeclarado preto, autodeclarado pardo ou autodeclarado indígena;tipo de cota_Categoria 3 - cotista independente de renda (sem necessidade de comprovação) e que não se declarou preto, pardo ou indígena;tipo de cota_Categoria 4 - cotista independente de renda (sem necessidade de comprovação) e autodeclarado preto, autodeclarado pardo ou autodeclarado indígena;tipo de cota_Cotista;tipo de cota_Sem política de cotas;sigla cota_Categoria 1;sigla cota_Categoria 2;sigla cota_Categoria 3;sigla cota_Categoria 4;sigla cota_Categoria L01 (1S);sigla cota_Categoria L02 (2S);sigla cota_Categoria L05 (3S);sigla cota_Categoria L06 (4S);sigla cota_Categoria L10 (2C);sigla cota_Categoria L13 (3C);sigla cota_Cotista;sigla cota_Não cotista;sigla cota_Sem cotas;escola pública?_-;escola pública?_Escola Particular;escola pública?_Escola Pública;sexo_F;sexo_M;grupo (étnico)_Amarela;grupo (étnico)_Branca;grupo (étnico)_Indígena;grupo (étnico)_Não declarado;grupo (étnico)_Parda;grupo (étnico)_Preta;grupo (étnico)_Sem informação
jkecrz;2019;2;0,0;5403,3335;622,45;20;1;5,107092555331992;77,502;0,0;3,0;0,0;0;True;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;True;False;False;False;False;False
mj4amk;2019;2;0,0;5403,3335;534,48;27;1;5,107092555331992;77,502;0,0;3,0;0,0;0;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;False
hi+krz;2019;2;0,7081;5403,3335;622,45;21;4;7,136;86,648;0,0;0,0;0,0;0;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;False;False
st9kxx;2019;2;0,7122;623,29;622,45;23;4;7,148148148148148;83,60370370370372;0,0;0,0;0,0;0;True;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;True;False;False;False;False;False
as4iy1;2019;2;0,0;5403,3335;606,84;18;1;5,107092555331992;77,502;0,0;3,0;0,0;0;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;True;False;False;False
qpdkrz;2019;2;0,0;5403,3335;616,63;22;1;5,107092555331992;77,502;0,0;3,0;0,0;0;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;True;False;False;False
gkfmxx;2019;2;0,0;5403,3335;531,23;18;1;5,107092555331992;77,502;0,0;3,0;0,0;0;True;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;False
7yx+1w;2019;2;0,5671;5403,3335;654,24;19;2;5,733333333333333;100,0;0,0;0,0;0,0;0;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;True;False;False;False
pacbuw;2019;2;0,0;5403,3335;607,63;37;1;5,107092555331992;77,502;0,0;3,0;0,0;1;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;False;False
yg8c48;2019;2;0,0;5403,3335;604,26;18;1;5,107092555331992;77,502;0,0;3,0;0,0;0;True;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;False
kx6zsn;2019;2;0,66;5403,3335;645,8;19;1;6,6;88,9;0,0;0,0;0,0;0;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;True;False;False;False
y7ie5c;2007;1;0,0;6078,3331;622,45;40;1;5,107092555331992;77,502;0,0;3,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;True;False;False;False;False;False
f8kucx;2007;1;0,1136;7678,3336;622,45;35;1;1,1714285714285713;54,214285714285715;0,0;0,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;True;False;False;False;False;False
8pkucx;2007;1;0,0;7888,3333;622,45;29;1;0,0;3,6571428571428575;0,0;0,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;True;False;False;False;False;False
m5kuz8;2007;1;0,0;5906,6667;622,45;36;1;0,0;22,3;0,0;0,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;True;False;False;False;False;False
swn+un;2007;1;0,0;5905,0;622,45;32;1;0,0;16,871428571428574;0,0;1,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;True;False;False;False;False;False
q5zjff;2007;1;0,256;9843,3333;622,45;29;1;2,357142857142857;45,028571428571425;0,0;0,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;True;False;False;False
4xr1bz;2007;1;0,0824;5733,3331;622,45;31;1;0,9428571428571428;51,5;0,0;1,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;True;False;False;False;False;False
1cgucx;2007;1;0,0;7348,3331;622,45;30;1;5,107092555331992;77,502;0,0;3,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;False;False
ks976t;2007;1;0,0;5928,3334;622,45;29;1;5,107092555331992;77,502;0,0;3,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;False;False
e8cwz8;2007;1;0,0;5923,3335;622,45;29;1;5,107092555331992;77,502;0,0;3,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;True;False;False;False
eu76ek;2007;1;0,0;5388,3334;622,45;31;1;5,107092555331992;77,502;0,0;3,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;False;False
9jgucx;2007;1;0,0;5778,333;622,45;44;1;0,0;16,857142857142858;0,0;1,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;True;False;False;False;False;False
da976t;2007;1;0,1896;5445,0002;622,45;31;1;1,8;64,55714285714285;0,0;1,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;False;False
bn8tbz;2007;1;0,056;7403,333;622,45;31;1;1,0;16,54285714285714;0,0;1,0;1,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;False;False
5e+7ek;2007;1;0,0;7949,9998;622,45;29;1;5,107092555331992;77,502;0,0;3,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;True;False;False;False;False;False
r1seff;2007;1;0,184;6266,6668;622,45;33;1;1,7714285714285716;54,65714285714286;0,0;0,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;True;False;False;False;False;False
tnnccx;2007;1;0,016;5403,3335;622,45;30;1;0,14285714285714285;19,785714285714285;0,0;1,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;True;False;False;False
ij8tbz;2007;1;0,0136;5403,3335;622,45;37;1;0,17142857142857143;42,48571428571428;0,0;1,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;True;False;False;False
ye16ek;2007;1;0,0144;6674,9999;622,45;30;1;0,1285714285714286;24,357142857142858;0,0;1,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;True;False;False;False;False;False
iyo8ow;2007;1;0,14;6293,3335;622,45;35;1;1,0;13,657142857142857;0,0;0,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;True;False;False;False
d3576t;2007;1;0,3224;5756,6668;622,45;34;2;3,557142857142857;38,84285714285714;0,0;0,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;False;False
+uw85c;2007;1;0,536;6333,3334;622,45;32;2;5,028571428571429;71,37142857142858;0,0;0,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;True;False
zkewz8;2007;1;0,1976;5451,6667;622,45;30;1;1,8571428571428572;46,15714285714286;0,0;0,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;True;False;False;False;False;False
ceewz8;2007;1;0,3108;6869,9999;622,45;30;1;3,723076923076923;66,64615384615385;0,0;6,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;True;False;False;False;False;False
1on+un;2007;1;0,2134;5923,3331;622,45;31;2;2,623076923076923;43,12307692307692;0,0;0,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;True;False;False;False;False;False
h6e1cx;2007;1;0,2052;6399,9999;622,45;31;2;2,5615384615384613;43,76153846153846;0,0;1,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;True;False;False;False;False;False
nue1bz;2007;1;0,6712;6056,6668;622,45;39;2;6,915384615384616;74,73846153846154;0,0;0,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;True;False;False;False;False;False
1i1gow;2007;1;0,4222;5841,6666;622,45;35;3;4,009090909090909;45,68636363636364;0,0;0,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;False;True;False;False;False;False;False
8tqwz8;2007;1;0,2188;5403,3335;622,45;62;2;2,723076923076923;50,65384615384615;0,0;2,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;True;False;False;False;False;False
4qe1bz;2007;1;0,8924;8701,6667;622,45;30;3;8,884615384615385;85,36923076923077;0,0;0,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;True;False;False;False
a+ntz8;2007;1;0,2608;5893,3331;622,45;38;1;3,2857142857142856;69,35714285714286;0,0;1,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;True;False;False;False;False;False
ji6h6t;2007;1;0,5236;5403,3335;622,45;29;3;5,438888888888889;63,983333333333334;0,0;3,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;False;True;False;False;False;False;False
ype1bz;2007;1;0,5869;7448,3333;622,45;43;3;6,241176470588235;63,747058823529414;0,0;0,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;True;False;False;False;False;False
ufs5ek;2007;1;0,2096;6656,6665;622,45;31;2;2,32;41,25;0,0;2,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;True;False;False;False;False;False
4+7qbz;2007;1;0,5531;10116,6666;622,45;29;4;5,684;69,336;0,0;1,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;True;False;False;False;False;False
nnse5c;2007;1;0,6651;6681,6664;622,45;34;3;6,675;80,775;0,0;0,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;True;False;False;False;False;False;False
b1w85c;2007;1;0,3583;5833,3331;622,45;29;2;3,8133333333333335;49,54;0,0;1,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;True;False;False;False
zd8tbz;2007;1;0,7235;5916,6667;622,45;29;3;5,336842105263158;64,02105263157895;0,0;1,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;True;False;False;False;False;False
o4i8ow;2007;1;0,1844;5918,3334;622,45;30;2;2,172222222222222;38,3;0,0;2,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;True;False;False;False;False;False
z951cx;2007;1;0,438;6845,0002;622,45;32;2;4,8875;80,1125;0,0;5,0;0,0;0;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;True;False;False;False
87zjff;2007;1;0,9159;6598,3333;622,45;30;6;9,004878048780487;93,64878048780487;0,0;0,0;0,0;0;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;True;False;False;False;False;False
h6u8ow;2007;1;0,2342;7503,3336;622,45;42;2;2,85;46,18;0,0;1,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;True;False;False;False
f8+7ek;2007;1;0,9062;7430,0002;622,45;29;6;9,073170731707316;88,07317073170732;0,0;0,0;0,0;0;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;True;False;False;False
7z1gow;2007;1;0,9023;6756,6667;622,45;30;6;8,834146341463414;91,14146341463415;0,0;0,0;0,0;0;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;True;False;False;False
p6te5c;2007;1;0,9305;9786,6667;622,45;30;6;9,033333333333333;80,30714285714286;0,0;0,0;0,0;0;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;True;False;False;False
bjcwz8;2007;1;0,3783;6763,3333;622,45;30;3;3,85;46,03;0,0;2,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;False;True;False;False;False
6dw8ow;2007;1;0,8689;7173,3335;622,45;30;6;8,636585365853659;91,23414634146341;0,0;0,0;0,0;0;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;True;False;False;False
w5krow;2007;1;0,8809;6696,6668;622,45;29;6;8,77560975609756;89,02439024390245;0,0;0,0;0,0;0;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;True;False;False;False;False;False
3ferow;2007;1;0,471;6863,3335;622,45;59;4;4,855555555555555;65,45185185185186;0,0;1,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;True;False;False;False
st99un;2007;1;0,4388;7095,0;622,45;34;3;4,588461538461538;50,75769230769231;0,0;0,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;True;False;False;False;False;False
xoseff;2007;1;0,6087;7440,0004;622,45;44;4;6,104;45,812;0,0;0,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;True;False;False;False
1hujff;2007;1;0,2482;5596,6665;622,45;32;2;2,262962962962963;45,422222222222224;0,0;4,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;False;True;False;False;False
j7kuz8;2007;1;0,7719;5726,6666;622,45;30;6;7,546938775510204;84,63265306122449;0,0;8,0;0,0;0;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;True;False;False;False;False;False
di576t;2007;1;0,7479;7354,9999;622,45;32;6;7,247916666666666;84,20208333333333;0,0;6,0;0,0;0;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;True;False;False;False
8pa5ek;2007;1;0,7741;6493,3336;622,45;31;6;7,382978723404255;78,33617021276596;0,0;2,0;0,0;0;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;True;False;False;False
ubbocx;2007;1;0,3964;5483,3331;622,45;30;3;3,926470588235294;69,11176470588236;0,0;9,0;0,0;0;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;True;False;False;False;False;False
4mr1bz;2007;1;0,5739;5838,3333;622,45;30;4;5,569999999999999;58,236666666666665;0,0;2,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;True;False;False;False;False;False
xoy9ek;2007;1;0,4033;5916,6668;622,45;31;2;4,020833333333333;69,38333333333334;0,0;9,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;False;True;False;False;False
m1n+un;2007;1;0,7307;5411,6665;622,45;29;6;7,087999999999999;80,34;0,0;6,0;0,0;0;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;True;False;False;False
tsy9ek;2007;1;0,8184;6401,6668;622,45;29;6;8,05;88,9952380952381;0,0;0,0;0,0;0;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;True;False;False;False;False;False
cmcwz8;2007;1;0,4898;5424,9998;622,45;31;4;5,122222222222223;65,14814814814815;0,0;2,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;True;False;False;False;False;False
6ro8ow;2007;1;0,71749;5756,6666;622,45;30;6;7,29375;86,60000000000001;0,0;6,0;0,0;0;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;True;False;False;False
obynow;2007;1;0,71824;5403,3335;622,45;45;6;7,278;80,30199999999999;0,0;5,0;0,0;0;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;True;False;False
4qs46t;2007;1;0,4978;5871,6664;622,45;31;4;4,7214285714285715;64,62857142857143;0,0;10,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;False;True;False;False;False
z5ytz8;2007;1;0,6998;7421,6668;622,45;31;6;6,856;77,668;0,0;6,0;0,0;0;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;True;False;False;False
wqn+un;2007;1;0,4584;6591,6665;622,45;37;3;4,834375;60,0125;0,0;3,0;0,0;1;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;True;False;False;False;False;False
7qkucx;2007;1;0,77107;5593,3335;622,45;43;6;7,8311111111111105;82,59333333333333;0,0;2,0;0,0;0;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;True;False;False;False;False;False
djw46t;2007;1;0,76747;6264,9998;622,45;30;6;7,591304347826087;88,38695652173914;0,0;5,0;0,0;0;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;True;False;False;False
r1y9ek;2007;1;0,68897;7423,3332;622,45;31;6;6,928846153846154;76,75192307692308;0,0;8,0;1,0;0;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;True;False;False;False;False;False
