id;ano ingresso;per. ingresso;coeficiente;escore vest;nota enem;idade;período do aluno;MEDIA_NOTAS;MEDIA_FREQUENCIA;TAXA_APROVACAO;QTD_REPROVACOES_NOTA;QTD_REPROVACOES_FREQ;EVASAO;curso_Ciência Da Computação;curso_Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas;forma de ingresso_Aproveitamento de Curso;forma de ingresso_Complementação da lista de espera do SISU;forma de ingresso_PEC-G - Programa de Estudantes Convênio de Graduação;forma de ingresso_Reopção de Curso;forma de ingresso_SISU - Sistema de Seleção Unificada;forma de ingresso_Transferência;forma de ingresso_Transferência ex-officio;forma de ingresso_Vestibular;tipo de cota_Ampla concorrência;tipo de cota_Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;tipo de cota_Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;tipo de cota_Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);tipo de cota_Candidatos com deficiência que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;tipo de cota_Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;tipo de cota_Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;tipo de cota_Categoria 1 - cotista oriundo de família com renda, comprovada, igual ou inferior a 1,5 salários mínimos (um salário-mínimo e meio) per capita e que não se declarou preto, pardo ou indígena;tipo de cota_Categoria 2 - cotista oriundo de família com renda, comprovada, igual ou inferior a 1,5 salários mínimos (um salário-mínimo e meio) per capita e autodeclarado preto, autodeclarado pardo ou autodeclarado indígena;tipo de cota_Categoria 3 - cotista independente de renda (sem necessidade de comprovação) e que não se declarou preto, pardo ou indígena;tipo de cota_Categoria 4 - cotista independente de renda (sem necessidade de comprovação) e autodeclarado preto, autodeclarado pardo ou autodeclarado indígena;tipo de cota_Cotista;tipo de cota_Sem política de cotas;sigla cota_Categoria 1;sigla cota_Categoria 2;sigla cota_Categoria 3;sigla cota_Categoria 4;sigla cota_Categoria L01 (1S);sigla cota_Categoria L02 (2S);sigla cota_Categoria L05 (3S);sigla cota_Categoria L06 (4S);sigla cota_Categoria L10 (2C);sigla cota_Categoria L13 (3C);sigla cota_Cotista;sigla cota_Não cotista;sigla cota_Sem cotas;escola pública?_-;escola pública?_Escola Particular;escola pública?_Escola Pública;sexo_F;sexo_M;grupo (étnico)_Amarela;grupo (étnico)_Branca;grupo (étnico)_Indígena;grupo (étnico)_Não declarado;grupo (étnico)_Parda;grupo (étnico)_Preta;grupo (étnico)_Sem informação
mgbrhc;2012;1;0,0;5403,3335;624,3;25;1;5,107092555331992;77,502;0,0;3,0;0,0;1;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;True;False;False;False
ixaxa8;2012;1;0,09185;5403,3335;633,1;31;1;0,8333333333333334;39,9;0,0;0,0;0,0;1;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;True;False;False;False
nzwpnz;2012;1;0,6;5403,3335;601,5;27;1;6,0;0,0;0,0;0,0;0,0;1;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;False;False;False
yp+5jk;2012;1;0,69037;5403,3335;633,0;30;2;3,0500000000000003;42,16428571428571;0,0;1,0;0,0;0;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;False;False;False
srbrhc;2012;1;0,06333;5403,3335;597,4;34;1;1,4000000000000001;41,55;0,0;0,0;0,0;1;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;False;False;False
7zwfhc;2012;1;0,13704;5403,3335;638,1;29;1;1,8499999999999999;57,333333333333336;0,0;0,0;1,0;1;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;False;False;False
eo649t;2012;1;0,57111;5403,3335;632,2;25;2;5,466666666666666;74,11666666666666;0,0;0,0;0,0;1;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;True;False;False;False;False;False;True;False;False
9aq5wn;2012;1;0,80382;5403,3335;611,9;25;3;8,170588235294119;96,83529411764707;0,0;1,0;0,0;1;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;True;False;False;False;False;False
fz5onz;2012;1;0,3004;5403,3335;599,8;26;1;3,463636363636364;73,08636363636364;0,0;6,0;0,0;1;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;True;False;False;False;False;False
8bsqpx;2012;1;0,561;5403,3335;592,9;25;3;4,776666666666667;70,15333333333334;0,0;6,0;0,0;1;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;False;False;False
w57ntw;2012;1;0,7893;5403,3335;644,7;26;4;7,885714285714285;91,63928571428572;0,0;1,0;0,0;0;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;True;False;False;False;False;False;True;False;False
ufwqpx;2012;1;0,4532;5403,3335;667,1;29;3;4,928125;70,140625;0,0;4,0;0,0;1;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;True;False;False;False
chk39t;2012;1;0,5919;5403,3335;613,4;26;2;4,091666666666667;60,208333333333336;0,0;5,0;0,0;1;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;False;False;False
piyrhc;2012;1;0,521;5403,3335;622,7;26;3;5,602777777777778;78,95833333333333;0,0;7,0;0,0;1;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;True;False;False;False;False;False
339dhc;2012;1;0,8135;5403,3335;640,8;25;8;8,18909090909091;89,42962962962963;0,0;1,0;0,0;0;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;False;False;False
mgq5wn;2012;1;0,71;5403,3335;612,4;25;8;7,240322580645161;93,17049180327868;0,0;6,0;0,0;0;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;True;False;False;False
auc39t;2012;1;0,4773;5403,3335;600,1;28;4;5,121153846153846;88,62692307692308;0,0;22,0;0,0;0;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;True;False;False;False;False;False
oisqpx;2012;1;0,6746;5403,3335;602,2;25;8;6,895652173913044;88,63823529411764;0,0;10,0;0,0;0;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;False;False;False
5ndfgf;2012;1;0,9011;5403,3335;629,5;27;8;8,813207547169812;90,3673076923077;0,0;0,0;0,0;0;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;False;True;False;False;False
zdjopx;2012;1;0,7728;5403,3335;628,9;25;8;7,855737704918033;88,625;0,0;1,0;0,0;0;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;True;False;False;False;False;True;False;False;False
b7nrhc;2012;1;0,4315;5403,3335;604,3;25;2;4,021428571428571;73,70714285714287;0,0;10,0;0,0;1;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;True;False;False;False
p51rtw;2012;1;0,0959;5403,3335;658,1;24;1;1,1500000000000001;47,32083333333333;0,0;5,0;0,0;1;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;True;False;False;False
9hu7jk;2012;1;0,5932;5403,3335;587,0;31;4;5,176595744680851;74,55957446808512;0,0;6,0;0,0;0;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;True;False;False;False;False;False
7qk4jk;2012;1;0,5836;5403,3335;657,3;25;4;6,154285714285715;81,70285714285714;0,0;3,0;0,0;1;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;False;False;False
nnsxa8;2012;1;0,8807;5403,3335;655,4;26;8;8,445454545454545;83,80306122448981;0,0;0,0;0,0;0;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;False;False;False
hbmta8;2012;1;0,6277;5403,3335;662,0;26;8;6,745283018867925;89,52761904761904;0,0;15,0;0,0;0;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;True;False;False;False
13wfhc;2012;1;0,8889;5403,3335;625,4;24;8;8,876470588235295;96,45119047619048;0,0;0,0;0,0;0;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;False;False;False
tk+ntw;2012;1;0,854;5403,3335;640,2;26;8;8,357317073170732;91,07037037037037;0,0;0,0;0,0;0;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;True;False;False;False;False;False
6dwqpx;2012;1;0,3725;5403,3335;672,0;25;2;4,9035714285714285;75,70714285714287;0,0;14,0;0,0;1;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;True;False;False;False;False;False
6a9ntw;2012;1;0,5447;5403,3335;590,9;26;8;6,008333333333333;79,66542056074768;0,0;11,0;0,0;0;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;True;False;False;False;False;False;False;True;False
uq649t;2012;1;0,2237;5403,3335;656,3;25;2;3,079569892473118;61,73548387096774;0,0;9,0;0,0;1;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;True;False;False;False;False;False;False
t4c4jk;2012;1;0,5327;5403,3335;632,6;24;8;5,971929824561403;79,05929203539824;0,0;21,0;2,0;0;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;True;False
cmc5wn;2012;1;0,0;5403,3335;673,2;24;1;0,0;47,36666666666667;0,0;6,0;0,0;1;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;True;False;False;False
tki1a8;2012;1;0,2863;5403,3335;558,4;31;2;3,5066666666666664;71,51142857142857;0,0;32,0;0,0;0;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;True;False;False
+taxa8;2012;1;0,5947;5403,3335;615,4;32;8;6,437142857142857;83,46346153846154;0,0;7,0;0,0;0;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;True;False;False;False;False;False
dck39t;2012;1;0,2961;5403,3335;622,3;26;1;4,353191489361702;78,30531914893616;0,0;25,0;0,0;1;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;True;False
6a649t;2012;1;0,5972;5403,3335;611,0;26;8;6,557894736842106;77,46344086021506;0,0;6,0;0,0;0;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;True;False;False;False;False;False
f81pnz;2012;1;0,6512;5403,3335;642,1;26;8;7,057291666666667;87,21382978723405;0,0;9,0;0,0;0;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;True;False;False;False;False;False
6a8h9t;2012;1;0,4379;5403,3335;574,0;25;8;5,022857142857142;75,94666666666666;0,0;12,0;0,0;0;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;True;False
nq7pgf;2012;2;0,0;5403,3335;462,5;41;1;0,0;39,01666666666667;0,0;1,0;0,0;1;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;False;False;False
9e7wpx;2012;2;0,12148;5403,3335;642,6;24;1;1,3;60,88333333333333;0,0;1,0;0,0;1;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;False;False;False
83taa8;2012;2;0,00741;5403,3335;520,1;29;1;0,06666666666666667;51,5;0,0;1,0;0,0;1;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;True;False;False;False
5hdbin;2012;2;0,06963;5403,3335;554,8;27;1;0,7333333333333334;52,56666666666666;0,0;1,0;0,0;1;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;False;False;False
qu3mtw;2012;2;0,0;5403,3335;512,9;25;1;0,0;0,0;0,0;0,0;0,0;1;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;False;False;False
e1u+jk;2012;2;0,03222;5403,3335;626,2;27;1;0,3333333333333333;45,21666666666667;0,0;1,0;0,0;1;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;False;False;False
ghu+jk;2012;2;0,0;5403,3335;647,4;30;1;0,0;0,0;0,0;0,0;0,0;1;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;True;False;False;False
xr699t;2012;2;0,4618;5403,3335;632,2;25;8;5,37741935483871;80,64301075268817;0,0;22,0;0,0;0;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;True;False;False;False;False;False
zg3mgf;2012;2;0,1263;5403,3335;589,1;26;1;1,4000000000000001;87,31666666666666;0,0;6,0;0,0;1;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;True;False;False;False
fhgwnz;2012;2;0,0;5403,3335;617,0;25;1;0,0;0,0;0,0;0,0;0,0;1;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;True;False;False;False
st99wn;2012;2;0,5454;5403,3335;530,6;27;8;6,329411764705883;86,95445544554455;0,0;20,0;0,0;0;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;True;False;False
4xr1nz;2012;2;0,5157;5403,3335;521,7;26;8;6,059803921568627;87,69207920792078;0,0;23,0;0,0;0;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;True;False;False;True;False;False;False;False;False
oit99t;2012;2;0,4243;5403,3335;629,8;28;8;5,175238095238095;78,28476190476191;0,0;17,0;0,0;0;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;False;False;False
uby+9t;2012;2;0,63556;5403,3335;582,8;24;2;6,25;95,38333333333333;0,0;1,0;0,0;1;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;True;False;False;False;False;False
utpsa8;2012;2;0,78829;5403,3335;543,0;25;3;7,75;80,9625;0,0;0,0;0,0;0;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;True;False;False;False;False;False
xkmmgf;2012;2;0,1637;5403,3335;615,2;25;1;2,3000000000000003;76,56666666666666;0,0;1,0;0,0;1;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;False;False;False
717wpx;2012;2;0,2179;5403,3335;656,8;28;2;2,2119999999999997;57,72;0,0;4,0;0,0;0;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;False;False;False;True;False;False;False
r3fkgf;2012;2;0,0316;5403,3335;534,9;35;1;0,43;36,075;0,0;2,0;0,0;1;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;False;False;False;True;False;False;False
6w76jk;2012;2;0,1595;5403,3335;550,5;24;1;1,9095238095238096;67,81904761904762;0,0;6,0;0,0;1;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;True;False;False;False
3rgnkk;2012;2;0,5528;5403,3335;505,6;28;2;5,939130434782609;88,04782608695652;0,0;6,0;0,0;1;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;True;False;False;False;False;False
dimipx;2012;2;0,19;5403,3335;579,8;26;1;2,3000000000000003;61,22105263157895;0,0;3,0;0,0;1;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;True;False;False;False;False;False
jy++jk;2012;2;0,0;5403,3335;563,5;25;1;0,0;0,0;0,0;0,0;0,0;1;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;True;False;False;False;False;False
fbi+jk;2012;2;0,4003;5403,3335;620,4;25;3;4,015789473684211;68,42631578947368;0,0;4,0;0,0;1;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;False;False;False
tupsa8;2012;2;0,5096;5403,3335;553,3;25;4;4,190476190476191;68,64761904761905;0,0;10,0;0,0;0;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;False;False;False
r78khc;2012;2;0,3673;5403,3335;659,4;25;1;4,267647058823529;70,8264705882353;0,0;7,0;0,0;0;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;True;False;False;False
3omia8;2012;2;0,1901;5403,3335;537,3;25;2;2,057142857142857;47,01428571428571;0,0;5,0;0,0;1;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;True;False;False;False
86ujgf;2012;2;0,4026;5403,3335;523,1;25;1;2,076923076923077;41,9076923076923;0,0;3,0;0,0;1;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;False;False;False
nqiyin;2012;2;0,5027;5403,3335;712,5;25;8;4,973404255319149;55,67872340425532;0,0;1,0;1,0;0;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;False;True;False;False;False;False;False
wn++jk;2012;2;0,5996;5403,3335;576,8;29;2;5,347368421052631;73,33684210526316;0,0;3,0;0,0;1;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;True;False;False;False;False;True;False;False;False
nz5unz;2012;2;0,2309;5403,3335;641,7;25;1;2,9615384615384617;73,73846153846154;0,0;3,0;0,0;1;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;False;False;False;True;False;False;False
468khc;2012;2;0,2575;5403,3335;638,4;26;1;3,237931034482759;60,90689655172414;0,0;5,0;0,0;1;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;False;False;False
6msmgf;2012;2;0,4863;5403,3335;605,3;27;3;5,232352941176471;78,23970588235295;0,0;17,0;0,0;0;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;False;True;False;False;False;False;False
pqijtw;2012;2;0,7268;5403,3335;537,2;25;8;7,33804347826087;89,18241758241759;0,0;4,0;0,0;0;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;False;False;False
mx1jtw;2012;2;0,637;5403,3335;593,8;27;8;6,841964285714285;92,47657657657658;0,0;15,0;0,0;0;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;False;False;False
37ybin;2012;2;0,7982;5403,3335;632,3;27;8;8,06181818181818;94,15925925925927;0,0;1,0;0,0;0;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;True;False;False;False;False;False
5xx9jk;2012;2;0,2344;5403,3335;527,1;30;1;3,4183673469387754;63,614285714285714;0,0;9,0;0,0;1;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;False;True;False;False;False
orkmgf;2012;2;0,6967;5403,3335;614,1;26;8;7,175510204081633;90,59278350515464;0,0;10,0;0,0;0;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;True;False
ujsmgf;2012;2;0,2806;5403,3335;626,7;26;2;3,141269841269841;65,76349206349207;0,0;14,0;1,0;0;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;False;False;False
yt1jtw;2012;2;0,2146;5403,3335;637,8;26;1;2,9864864864864864;75,53783783783784;0,0;12,0;0,0;1;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;True;False;False;False
i+fjtw;2012;2;0,5404;5403,3335;646,6;24;4;4,696000000000001;61,593999999999994;0,0;5,0;1,0;1;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;False;False;False
xwksa8;2012;2;0,3176;5403,3335;635,7;27;2;3,4574468085106385;69,26595744680851;0,0;15,0;0,0;1;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;True;False;False;False
